Date,Time,Humidity,Temperature
2022-12-21,8:42:00 PM,43.4,20.85
2022-12-21,8:42:05 PM,43.4,20.85
2022-12-21,8:42:10 PM,43.4,20.85
2022-12-21,8:42:15 PM,43.4,20.85
2022-12-21,8:42:20 PM,43.4,20.85
2022-12-21,8:42:25 PM,43.4,20.85
2022-12-21,8:42:30 PM,43.3,20.85
2022-12-21,8:42:35 PM,43.4,20.85
2022-12-21,8:42:40 PM,43.4,20.85
2022-12-21,8:42:45 PM,43.4,20.8
2022-12-21,8:42:50 PM,43.4,20.85
2022-12-21,8:42:55 PM,43.4,20.8
2022-12-21,8:43:00 PM,43.4,20.8
2022-12-21,8:43:05 PM,43.4,20.8
2022-12-21,8:43:10 PM,43.4,20.8
2022-12-21,8:43:15 PM,43.4,20.8
2022-12-21,8:43:20 PM,43.4,20.8
2022-12-21,8:43:25 PM,43.4,20.8
2022-12-21,8:43:30 PM,43.4,20.8
2022-12-21,8:43:35 PM,43.3,20.8
2022-12-21,8:43:40 PM,43.3,20.8
2022-12-21,8:43:45 PM,43.3,20.8
2022-12-21,8:43:50 PM,43.3,20.8
2022-12-21,8:43:55 PM,43.3,20.8
2022-12-21,8:44:00 PM,43.3,20.8
2022-12-21,8:44:05 PM,43.3,20.8
2022-12-21,8:44:10 PM,43.3,20.8
2022-12-21,8:44:15 PM,43.3,20.8
2022-12-21,8:44:20 PM,43.3,20.75
2022-12-21,8:44:25 PM,43.3,20.75
2022-12-21,8:44:30 PM,43.3,20.75
2022-12-21,8:44:35 PM,43.4,20.75
2022-12-21,8:44:40 PM,43.4,20.75
2022-12-21,8:44:45 PM,43.4,20.75
2022-12-21,8:44:50 PM,43.4,20.75
2022-12-21,8:44:55 PM,43.4,20.7
2022-12-21,8:45:00 PM,43.4,20.75
2022-12-21,8:45:05 PM,43.4,20.75
2022-12-21,8:45:10 PM,43.4,20.75
2022-12-21,8:45:15 PM,43.3,20.75
2022-12-21,8:45:20 PM,43.4,20.75
2022-12-21,8:45:25 PM,43.4,20.75
2022-12-21,8:45:30 PM,43.4,20.75
2022-12-21,8:45:35 PM,43.4,20.75
2022-12-21,8:45:40 PM,43.4,20.75
2022-12-21,8:45:45 PM,43.4,20.75
2022-12-21,8:45:50 PM,43.4,20.75
2022-12-21,8:45:55 PM,43.4,20.75
2022-12-21,8:46:00 PM,43.4,20.8
2022-12-21,8:46:05 PM,43.4,20.8
2022-12-21,8:46:10 PM,43.4,20.8
2022-12-21,8:46:15 PM,43.4,20.8
2022-12-21,8:46:20 PM,43.4,20.75
2022-12-21,8:46:25 PM,43.4,20.75
2022-12-21,8:46:30 PM,43.4,20.8
2022-12-21,8:46:35 PM,43.3,20.8
2022-12-21,8:46:40 PM,43.3,20.8
2022-12-21,8:46:45 PM,43.3,20.8
2022-12-21,8:46:50 PM,43.3,20.8
2022-12-21,8:46:55 PM,43.3,20.8
2022-12-21,8:47:00 PM,43.3,20.8
2022-12-21,8:47:05 PM,43.3,20.8
2022-12-21,8:47:10 PM,43.3,20.8
2022-12-21,8:47:15 PM,43.3,20.8
2022-12-21,8:47:20 PM,43.3,20.8
2022-12-21,8:47:25 PM,43.3,20.8
2022-12-21,8:47:30 PM,43.3,20.8
2022-12-21,8:47:35 PM,43.3,20.8
2022-12-21,8:47:40 PM,43.2,20.8
2022-12-21,8:47:45 PM,43.2,20.8
2022-12-21,8:47:50 PM,43.2,20.8
2022-12-21,8:47:55 PM,43.2,20.8
2022-12-21,8:48:00 PM,43.2,20.75
2022-12-21,8:48:05 PM,43.3,20.8
2022-12-21,8:48:10 PM,43.3,20.8
2022-12-21,8:48:15 PM,43.2,20.8
2022-12-21,8:48:20 PM,43.3,20.75
2022-12-21,8:48:25 PM,43.2,20.8
2022-12-21,8:48:30 PM,43.2,20.75
2022-12-21,8:48:35 PM,43.2,20.8
2022-12-21,8:48:40 PM,43.2,20.75
2022-12-21,8:48:45 PM,43.3,20.75
2022-12-21,8:48:50 PM,43.3,20.75
2022-12-21,8:48:55 PM,43.3,20.75
2022-12-21,8:49:00 PM,43.3,20.75
2022-12-21,8:49:05 PM,43.3,20.75
2022-12-21,8:49:10 PM,43.3,20.75
2022-12-21,8:49:15 PM,43.3,20.75
2022-12-21,8:49:20 PM,43.3,20.75
2022-12-21,8:49:25 PM,43.3,20.75
2022-12-21,8:49:30 PM,43.3,20.7
2022-12-21,8:49:35 PM,43.4,20.75
2022-12-21,8:49:40 PM,43.4,20.75
2022-12-21,8:49:45 PM,43.4,20.75
2022-12-21,8:49:50 PM,43.4,20.75
2022-12-21,8:49:55 PM,43.4,20.75
2022-12-21,8:50:00 PM,43.4,20.75
2022-12-21,8:50:05 PM,43.4,20.75
2022-12-21,8:50:10 PM,43.4,20.75
2022-12-21,8:50:15 PM,43.4,20.75
