Date,Time,Humidity,Temperature
2022-12-19,2:54:00 PM,40.9,20.35
2022-12-19,2:54:05 PM,40.9,20.3
2022-12-19,2:54:10 PM,40.9,20.3
2022-12-19,2:54:15 PM,41,20.35
2022-12-19,2:54:20 PM,40.9,20.35
2022-12-19,2:54:25 PM,40.9,20.35
2022-12-19,2:54:30 PM,40.9,20.35
2022-12-19,2:54:35 PM,40.9,20.35
2022-12-19,2:54:40 PM,40.8,20.4
2022-12-19,2:54:45 PM,40.8,20.4
2022-12-19,2:54:50 PM,40.8,20.4
2022-12-19,2:54:55 PM,40.8,20.4
2022-12-19,2:55:00 PM,40.8,20.4
2022-12-19,2:55:05 PM,40.7,20.4
2022-12-19,2:55:10 PM,40.7,20.4
2022-12-19,2:55:15 PM,40.7,20.4
2022-12-19,2:55:20 PM,40.7,20.4
2022-12-19,2:55:25 PM,40.7,20.4
2022-12-19,2:55:30 PM,40.6,20.4
2022-12-19,2:55:35 PM,40.6,20.4
2022-12-19,2:55:40 PM,40.6,20.4
2022-12-19,2:55:45 PM,40.6,20.4
2022-12-19,2:55:50 PM,40.6,20.4
2022-12-19,2:55:55 PM,40.6,20.4
2022-12-19,2:56:00 PM,40.6,20.4
2022-12-19,2:56:05 PM,40.5,20.4
2022-12-19,2:56:10 PM,40.5,20.4
2022-12-19,2:56:15 PM,40.5,20.4
2022-12-19,2:56:20 PM,40.5,20.4
2022-12-19,2:56:25 PM,40.5,20.4
2022-12-19,2:56:30 PM,40.5,20.4
2022-12-19,2:56:35 PM,40.5,20.4
2022-12-19,2:56:40 PM,40.5,20.4
2022-12-19,2:56:45 PM,40.5,20.4
2022-12-19,2:56:50 PM,40.5,20.4
2022-12-19,2:56:55 PM,40.4,20.4
2022-12-19,2:57:00 PM,40.4,20.4
2022-12-19,2:57:05 PM,40.4,20.4
2022-12-19,2:57:10 PM,40.4,20.4
2022-12-19,2:57:15 PM,40.4,20.4
2022-12-19,2:57:20 PM,40.4,20.4
2022-12-19,2:57:25 PM,40.4,20.4
2022-12-19,2:57:30 PM,40.4,20.35
2022-12-19,2:57:35 PM,40.4,20.4
2022-12-19,2:57:40 PM,40.4,20.35
2022-12-19,2:57:45 PM,40.4,20.35
2022-12-19,2:57:50 PM,40.5,20.35
2022-12-19,2:57:55 PM,40.5,20.35
2022-12-19,2:58:00 PM,40.5,20.35
2022-12-19,2:58:05 PM,40.5,20.35
2022-12-19,2:58:10 PM,40.5,20.35
2022-12-19,2:58:15 PM,40.5,20.35
2022-12-19,2:58:20 PM,40.5,20.35
2022-12-19,2:58:25 PM,40.5,20.35
2022-12-19,2:58:30 PM,40.5,20.35
2022-12-19,2:58:35 PM,40.5,20.35
2022-12-19,2:58:40 PM,40.5,20.35
2022-12-19,2:58:45 PM,40.5,20.35
2022-12-19,2:58:50 PM,40.5,20.35
2022-12-19,2:58:55 PM,40.5,20.35
2022-12-19,2:59:00 PM,40.5,20.35
2022-12-19,2:59:05 PM,40.4,20.35
2022-12-19,2:59:10 PM,40.5,20.35
2022-12-19,2:59:15 PM,40.4,20.35
2022-12-19,2:59:20 PM,40.4,20.35
2022-12-19,2:59:25 PM,40.4,20.35
2022-12-19,2:59:30 PM,40.4,20.35
2022-12-19,2:59:35 PM,40.4,20.35
2022-12-19,2:59:40 PM,40.4,20.35
2022-12-19,2:59:45 PM,40.4,20.35
2022-12-19,2:59:50 PM,40.4,20.35
2022-12-19,2:59:55 PM,40.4,20.35
2022-12-19,3:00:00 PM,40.4,20.35
2022-12-19,3:00:05 PM,40.4,20.35
2022-12-19,3:00:10 PM,40.4,20.35
2022-12-19,3:00:15 PM,40.3,20.35
2022-12-19,3:00:20 PM,40.3,20.3
2022-12-19,3:00:25 PM,40.4,20.3
