Date,Time,Temperature,Treflect
7:35:00 PM,0,22.52244,23.17309
7:35:00 PM,0.1,22.56123,23.19932
7:35:00 PM,0.2,22.63421,23.24272
7:35:00 PM,0.3,22.64809,23.24141
7:35:00 PM,0.4,22.70674,23.27298
7:35:00 PM,0.5,22.76083,23.30758
7:35:00 PM,0.6,22.82473,23.34383
7:35:00 PM,0.7,22.85615,23.35901
7:35:00 PM,0.8,22.86093,23.33469
7:35:00 PM,0.9,22.87827,23.33289
7:35:01 PM,1,22.92274,23.34254
7:35:01 PM,1.1,23.00758,23.39669
7:35:01 PM,1.2,23.05028,23.40514
7:35:01 PM,1.3,23.12947,23.46367
7:35:01 PM,1.4,23.14357,23.44242
7:35:01 PM,1.5,23.1497,23.4363
7:35:01 PM,1.6,23.19615,23.44907
7:35:01 PM,1.7,23.24642,23.4726
7:35:01 PM,1.8,23.24759,23.4449
7:35:01 PM,1.9,23.32238,23.48944
7:35:02 PM,2,23.35489,23.49003
7:35:02 PM,2.1,23.40036,23.51411
7:35:02 PM,2.2,23.44988,23.52949
7:35:02 PM,2.3,23.50356,23.5507
7:35:02 PM,2.4,23.53957,23.5563
7:35:02 PM,2.5,23.58801,23.58994
7:35:02 PM,2.6,23.59037,23.55277
7:35:02 PM,2.7,23.61487,23.55021
7:35:02 PM,2.8,23.63616,23.54771
7:35:02 PM,2.9,23.65387,23.54156
7:35:03 PM,3,23.71489,23.56568
7:35:03 PM,3.1,23.76058,23.58762
7:35:03 PM,3.2,23.83947,23.62749
7:35:03 PM,3.3,23.82548,23.60088
7:35:03 PM,3.4,23.86984,23.60175
7:35:03 PM,3.5,23.8978,23.61687
7:35:03 PM,3.6,23.94206,23.62005
7:35:03 PM,3.7,23.95798,23.61281
7:35:03 PM,3.8,23.99301,23.61845
7:35:03 PM,3.9,24.02783,23.6267
7:35:04 PM,4,24.098,23.64919
7:35:04 PM,4.1,24.11784,23.65305
7:35:04 PM,4.2,24.16037,23.6622
7:35:04 PM,4.3,24.19308,23.67239
7:35:04 PM,4.4,24.24343,23.68613
7:35:04 PM,4.5,24.25437,23.6759
7:35:04 PM,4.6,24.24951,23.65204
7:35:04 PM,4.7,24.27855,23.64853
7:35:04 PM,4.8,24.36858,23.70473
7:35:04 PM,4.9,24.39035,23.70172
7:35:05 PM,5,24.39127,23.67306
7:35:05 PM,5.1,24.41553,23.67586
7:35:05 PM,5.2,24.43509,23.66763
7:35:05 PM,5.3,24.46437,23.67451
