0,63.61930548
0.1,63.62029962
0.2,63.62128916
0.3,63.62227416
0.4,63.62325468
0.5,63.62423075
0.6,63.62520245
0.7,63.62616982
0.8,63.62713291
0.9,63.62809179
1,63.6290465
1.1,63.6299971
1.2,63.63094364
1.3,63.63188617
1.4,63.63282475
1.5,63.63375944
1.6,63.63469028
1.7,63.63561734
1.8,63.63654066
1.9,63.63746029
2,63.6383763
2.1,63.63928873
2.2,63.64019764
2.3,63.64110309
2.4,63.64200512
2.5,63.64290379
2.6,63.64379916
2.7,63.64469127
2.8,63.64558019
2.9,63.64646596
3,63.64734864
3.1,63.64822829
3.2,63.64910495
3.3,63.64997868
3.4,63.65084953
3.5,63.65171757
3.6,63.65258283
3.7,63.65344539
3.8,63.65430528
3.9,63.65516256
4,63.65601729
4.1,63.65686952
4.2,63.65771931
4.3,63.6585667
4.4,63.65941176
4.5,63.66025453
4.6,63.66109507
4.7,63.66193344
4.8,63.66276968
4.9,63.66360385
5,63.66443601
5.1,63.66526621
5.2,63.66609449
5.3,63.66692093
5.4,63.66774556
5.5,63.66856845
5.6,63.66938964
5.7,63.6702092
5.8,63.67102716
5.9,63.6718436
6,63.67265856
6.1,63.6734721
6.2,63.67428426
6.3,63.67509511
6.4,63.6759047
6.5,63.67671308
6.6,63.6775203
6.7,63.67832642
6.8,63.67913149
6.9,63.67993557
7,63.68073871
7.1,63.68154096
7.2,63.68234238
7.3,63.68314302
7.4,63.68394293
7.5,63.68474218
7.6,63.6855408
7.7,63.68633887
7.8,63.68713642
7.9,63.68793352
8,63.68873021
8.1,63.68952655
8.2,63.6903226
8.3,63.69111841
8.4,63.69191403
8.5,63.69270952
8.6,63.69350493
8.7,63.69430031
8.8,63.69509572
8.9,63.6958912
9,63.69668683
9.1,63.69748264
9.2,63.6982787
9.3,63.69907505
9.4,63.69987175
9.5,63.70066886
9.6,63.70146642
9.7,63.7022645
9.8,63.70306314
9.9,63.7038624
10,63.70466233
10.1,63.70546297
10.2,63.70626426
10.3,63.70706612
10.4,63.70786848
10.5,63.70867128
10.6,63.70947442
10.7,63.71027783
10.8,63.71108145
10.9,63.71188519
11,63.71268898
11.1,63.71349275
11.2,63.71429641
11.3,63.7150999
11.4,63.71590314
11.5,63.71670605
11.6,63.71750856
11.7,63.7183106
11.8,63.71911208
11.9,63.71991293
12,63.72071309
12.1,63.72151246
12.2,63.72231099
12.3,63.72310858
12.4,63.72390517
12.5,63.72470069
12.6,63.72549505
12.7,63.72628818
12.8,63.72708001
12.9,63.72787046
13,63.72865946
13.1,63.72944692
13.2,63.73023278
13.3,63.73101697
13.4,63.73179939
13.5,63.73257999
13.6,63.73335868
13.7,63.7341354
13.8,63.73491005
13.9,63.73568258
14,63.7364529
14.1,63.73722094
14.2,63.73798662
14.3,63.73874987
14.4,63.73951061
14.5,63.74026877
14.6,63.74102428
14.7,63.74177705
14.8,63.74252701
14.9,63.7432741
15,63.74401822
15.1,63.74475931
15.2,63.74549729
15.3,63.74623209
15.4,63.74696363
15.5,63.74769184
15.6,63.74841664
15.7,63.74913795
15.8,63.74985571
15.9,63.75056983
16,63.75128024
16.1,63.75198686
16.2,63.75268963
16.3,63.75338845
16.4,63.75408327
16.5,63.75477401
16.6,63.75546058
16.7,63.75614291
16.8,63.75682094
16.9,63.75749458
17,63.75816375
17.1,63.75882839
17.2,63.75948842
17.3,63.76014376
17.4,63.76079434
17.5,63.76144008
17.6,63.76208091
17.7,63.76271675
17.8,63.76334752
17.9,63.76397316
18,63.76459358
18.1,63.76520872
18.2,63.76581849
18.3,63.76642282
18.4,63.76702164
18.5,63.76761487
18.6,63.76820243
18.7,63.76878426
18.8,63.76936026
18.9,63.76993038
19,63.77049453
19.1,63.77105265
19.2,63.77160464
19.3,63.77215045
19.4,63.77268999
19.5,63.77322318
19.6,63.77374996
19.7,63.77427025
19.8,63.77478398
19.9,63.77529105
20,63.77579142
20.1,63.776285
20.2,63.77677179
20.3,63.77725179
20.4,63.777725
20.5,63.77819141
20.6,63.77865104
20.7,63.77910387
20.8,63.77954992
20.9,63.77998918
21,63.78042165
21.1,63.78084733
21.2,63.78126623
21.3,63.78167833
21.4,63.78208365
21.5,63.78248219
21.6,63.78287394
21.7,63.7832589
21.8,63.78363708
21.9,63.78400848
22,63.78437309
22.1,63.78473092
22.2,63.78508196
22.3,63.78542622
22.4,63.7857637
22.5,63.7860944
22.6,63.78641832
22.7,63.78673546
22.8,63.78704582
22.9,63.78734939
23,63.78764619
23.1,63.78793621
23.2,63.78821946
23.3,63.78849592
23.4,63.78876561
23.5,63.78902852
23.6,63.78928465
23.7,63.78953401
23.8,63.78977659
23.9,63.7900124
24,63.79024143
24.1,63.79046369
24.2,63.79067918
24.3,63.79088789
24.4,63.79108983
24.5,63.791285
24.6,63.79147339
24.7,63.79165502
24.8,63.79182987
24.9,63.79199795
25,63.79215927
25.1,63.79231381
25.2,63.79246158
25.3,63.79260259
25.4,63.79273683
25.5,63.7928643
25.6,63.792985
25.7,63.79309894
25.8,63.79320611
25.9,63.79330652
26,63.79340016
26.1,63.79348703
26.2,63.79356715
26.3,63.79364049
26.4,63.79370708
26.5,63.7937669
26.6,63.79381996
26.7,63.79386625
26.8,63.79390579
26.9,63.79393856
27,63.79396457
27.1,63.79398383
27.2,63.79399632
27.3,63.79400206
27.4,63.79400103
27.5,63.79399325
27.6,63.79397871
27.7,63.79395741
27.8,63.79392936
27.9,63.79389454
28,63.79385298
28.1,63.79380465
28.2,63.79374958
28.3,63.79368774
28.4,63.79361916
28.5,63.79354382
28.6,63.79346172
28.7,63.79337288
28.8,63.79327728
28.9,63.79317493
29,63.79306583
29.1,63.79294998
29.2,63.79282737
29.3,63.79269802
29.4,63.79256192
29.5,63.79241907
29.6,63.79226947
29.7,63.79211312
29.8,63.79195003
29.9,63.79178018
30,63.7916036
30.1,63.79142026
30.2,63.79123018
30.3,63.79103335
30.4,63.79082978
30.5,63.79061947
30.6,63.79040241
30.7,63.7901786
30.8,63.78994806
30.9,63.78971077
31,63.78946674
31.1,63.78921597
31.2,63.78895845
31.3,63.7886942
31.4,63.78842321
31.5,63.78814547
31.6,63.787861
31.7,63.78756979
31.8,63.78727184
31.9,63.78696715
32,63.78665572
32.1,63.78633756
32.2,63.78601266
32.3,63.78568103
32.4,63.78534266
32.5,63.78499755
32.6,63.78464571
32.7,63.78428714
32.8,63.78392183
32.9,63.78354979
33,63.78317101
33.1,63.78278551
33.2,63.78239327
33.3,63.7819943
33.4,63.7815886
33.5,63.78117616
33.6,63.780757
33.7,63.78033111
33.8,63.77989849
33.9,63.77945914
34,63.77901307
34.1,63.77856026
34.2,63.77810073
34.3,63.77763447
34.4,63.77716149
34.5,63.77668178
34.6,63.77619534
34.7,63.77570218
34.8,63.7752023
34.9,63.77469569
35,63.77418236
35.1,63.77366231
35.2,63.77313562
35.3,63.77260235
35.4,63.77206259
35.5,63.77151639
35.6,63.77096385
35.7,63.77040503
35.8,63.76984
35.9,63.76926885
36,63.76869164
36.1,63.76810845
36.2,63.76751935
36.3,63.76692442
36.4,63.76632373
36.5,63.76571736
36.6,63.76510538
36.7,63.76448787
36.8,63.76386489
36.9,63.76323653
37,63.76260285
37.1,63.76196394
37.2,63.76131986
37.3,63.76067069
37.4,63.76001651
37.5,63.75935738
37.6,63.75869339
37.7,63.75802461
37.8,63.7573511
37.9,63.75667296
38,63.75599024
38.1,63.75530302
38.2,63.75461139
38.3,63.75391541
38.4,63.75321515
38.5,63.7525107
38.6,63.75180212
38.7,63.75108949
38.8,63.75037288
38.9,63.74965237
39,63.74892804
39.1,63.74819995
39.2,63.74746818
39.3,63.74673281
39.4,63.7459939
39.5,63.74525154
39.6,63.7445058
39.7,63.74375675
39.8,63.74300446
39.9,63.74224902
40,63.74149049
40.1,63.74072895
40.2,63.73996447
40.3,63.73919713
40.4,63.738427
40.5,63.73765416
40.6,63.73687868
40.7,63.73610063
40.8,63.73532009
40.9,63.73453713
41,63.73375183
41.1,63.73296426
41.2,63.7321745
41.3,63.73138262
41.4,63.73058869
41.5,63.72979279
41.6,63.72899499
41.7,63.72819537
41.8,63.727394
41.9,63.72659095
42,63.72578631
42.1,63.72498013
42.2,63.72417251
42.3,63.72336351
42.4,63.7225532
42.5,63.72174166
42.6,63.72092897
42.7,63.7201152
42.8,63.71930043
42.9,63.71848472
43,63.71766815
43.1,63.71685079
43.2,63.71603273
43.3,63.71521403
43.4,63.71439478
43.5,63.71357503
43.6,63.71275487
43.7,63.71193438
43.8,63.71111361
43.9,63.71029266
44,63.7094716
44.1,63.70865049
44.2,63.70782941
44.3,63.70700844
44.4,63.70618766
44.5,63.70536712
44.6,63.70454692
44.7,63.70372712
44.8,63.7029078
44.9,63.70208903
45,63.70127089
45.1,63.70045345
45.2,63.69963676
45.3,63.69882087
45.4,63.69800585
45.5,63.69719173
45.6,63.69637858
45.7,63.69556644
45.8,63.69475538
45.9,63.69394543
46,63.69313666
46.1,63.69232911
46.2,63.69152284
46.3,63.6907179
46.4,63.68991435
46.5,63.68911223
46.6,63.6883116
46.7,63.68751251
46.8,63.68671501
46.9,63.68591916
47,63.68512501
47.1,63.68433261
47.2,63.68354202
47.3,63.68275328
47.4,63.68196644
47.5,63.68118157
47.6,63.68039872
47.7,63.67961793
47.8,63.67883925
47.9,63.67806275
48,63.67728847
48.1,63.67651647
48.2,63.6757468
48.3,63.67497951
48.4,63.67421465
48.5,63.67345228
48.6,63.67269245
48.7,63.6719352
48.8,63.67118061
48.9,63.6704287
49,63.66967955
49.1,63.6689332
49.2,63.6681897
49.3,63.66744911
49.4,63.66671148
49.5,63.66597685
49.6,63.6652453
49.7,63.66451685
49.8,63.66379158
49.9,63.66306953
50,63.66235075
50.1,63.6616353
50.2,63.66092323
50.3,63.66021459
50.4,63.65950943
50.5,63.65880781
50.6,63.65810977
50.7,63.65741538
50.8,63.65672469
50.9,63.65603774
51,63.65535458
51.1,63.65467528
51.2,63.65399989
51.3,63.65332845
51.4,63.65266102
51.5,63.65199765
51.6,63.65133839
51.7,63.6506833
51.8,63.65003243
51.9,63.64938583
52,63.64874356
52.1,63.64810566
52.2,63.64747219
52.3,63.6468432
52.4,63.64621875
52.5,63.64559888
52.6,63.64498366
52.7,63.64437312
52.8,63.64376733
52.9,63.64316633
53,63.64257019
53.1,63.64197894
53.2,63.64139265
53.3,63.64081137
53.4,63.64023514
53.5,63.63966403
53.6,63.63909808
53.7,63.63853734
53.8,63.63798188
53.9,63.63743174
54,63.63688697
54.1,63.63634763
54.2,63.63581377
54.3,63.63528544
54.4,63.63476269
54.5,63.63424558
54.6,63.63373417
54.7,63.63322849
54.8,63.6327286
54.9,63.63223457
55,63.63174643
55.1,63.63126422
55.2,63.6307879
55.3,63.63031739
55.4,63.62985261
55.5,63.62939352
55.6,63.62894002
55.7,63.62849206
55.8,63.62804955
55.9,63.62761244
56,63.62718065
56.1,63.62675412
56.2,63.62633277
56.3,63.62591653
56.4,63.62550533
56.5,63.6250991
56.6,63.62469778
56.7,63.62430129
56.8,63.62390956
56.9,63.62352252
57,63.62314011
57.1,63.62276225
57.2,63.62238887
57.3,63.62201991
57.4,63.62165529
57.5,63.62129494
57.6,63.62093879
57.7,63.62058678
57.8,63.62023883
57.9,63.61989488
58,63.61955484
58.1,63.61921867
58.2,63.61888627
58.3,63.61855759
58.4,63.61823255
58.5,63.61791108
58.6,63.61759312
58.7,63.61727859
58.8,63.61696743
58.9,63.61665955
59,63.61635491
59.1,63.61605341
59.2,63.615755
59.3,63.61545961
59.4,63.61516716
59.5,63.61487758
59.6,63.6145908
59.7,63.61430676
59.8,63.61402539
59.9,63.61374661
60,63.61347035
60.1,63.61319655
60.2,63.61292513
60.3,63.61265602
